Date,Close,High,Low,Open,Volume,RSI,SMA_50,SMA_200,Target
2024-12-11 16:00:00+00:00,100658.109375,101133.5703125,100448.140625,100462.5234375,0,72.39037426210844,97398.4978125,98512.9017578125,0
2024-12-11 17:00:00+00:00,99872.2578125,101039.734375,99872.2578125,100650.1171875,0,63.7079761001471,97438.06015625001,98535.9398828125,1
2024-12-11 18:00:00+00:00,100471.890625,100797.0390625,99747.3515625,99881.203125,0,66.96392016438664,97490.18828125001,98564.378359375,1
2024-12-11 19:00:00+00:00,101178.0546875,101219.0390625,100491.5703125,100491.5703125,107102208,70.33880736599149,97564.16265625,98595.13289062501,1
2024-12-11 20:00:00+00:00,101283.09375,101737.28125,101158.21875,101214.8515625,532529152,70.81638042441826,97631.18890625,98627.16773437499,1
2024-12-11 21:00:00+00:00,101572.5078125,101572.5078125,100977.875,101323.09375,0,72.14706654422643,97722.63765625001,98666.41984374999,0
2024-12-11 22:00:00+00:00,101337.1953125,101899.515625,101247.515625,101601.4921875,0,69.3771727286384,97826.38515625,98696.8880078125,0
2024-12-11 23:00:00+00:00,101160.0390625,101499.4609375,101125.7890625,101324.359375,0,67.28284354393185,97904.8865625,98724.1832421875,0
2024-12-12 00:00:00+00:00,100834.734375,101232.9296875,100649.1640625,101189.0859375,0,63.49257637745214,97981.62921875001,98752.375390625,0
2024-12-12 01:00:00+00:00,100524.6640625,100883.1328125,100421.84375,100827.21875,0,60.02178173764074,98042.40796875,98775.4512109375,1
2024-12-12 02:00:00+00:00,101795.7890625,101795.7890625,100549.7109375,100549.7109375,0,67.79415174310364,98120.56343750001,98806.7268359375,0
2024-12-12 03:00:00+00:00,100907.5078125,101819.7109375,100877.2265625,101819.7109375,563527680,59.141151313946956,98178.42875,98833.9063671875,0
2024-12-12 04:00:00+00:00,100717.7890625,101221.34375,100629.4921875,101080.875,0,57.454433302938234,98254.7015625,98859.1949609375,1
2024-12-12 05:00:00+00:00,100720.03125,101082.8359375,100659.890625,100700.796875,470786048,57.46987147079811,98333.390625,98882.3191015625,0
2024-12-12 06:00:00+00:00,100586.140625,100697.4453125,100483.296875,100645.53125,190234624,56.15940218317612,98403.64328125001,98904.286171875,0
2024-12-12 07:00:00+00:00,100515.8984375,100816.7734375,100497.2265625,100566.0234375,0,55.44509941948574,98474.68546875002,98926.837734375,1
2024-12-12 08:00:00+00:00,100995.0234375,101006.703125,100494.5703125,100514.171875,0,59.25224134593014,98545.610625,98952.7900390625,0
2024-12-12 09:00:00+00:00,100889.0,101089.984375,100841.4453125,100994.890625,0,58.06976786378203,98619.18234375,98975.7023046875,0
2024-12-12 10:00:00+00:00,100653.6796875,100835.3984375,100529.7578125,100835.3984375,0,55.42588922819616,98682.73250000001,98999.6708203125,0
2024-12-12 11:00:00+00:00,100258.765625,100614.125,100240.3984375,100610.796875,65748992,51.2119290574264,98738.258125,99021.7741796875,1
2024-12-12 12:00:00+00:00,100869.078125,100877.953125,100360.34375,100360.34375,78938112,56.6919333983616,98802.083125,99046.3100390625,1
2024-12-12 13:00:00+00:00,100940.1796875,101411.2421875,100771.1796875,100844.7265625,391675904,57.293758326115956,98863.50828125,99068.3278515625,1
2024-12-12 14:00:00+00:00,101569.546875,101672.34375,100682.6875,100930.703125,336044032,62.28922910023301,98952.639375,99093.300234375,1
2024-12-12 15:00:00+00:00,101733.7109375,101814.75,100800.28125,101681.609375,0,63.488917489909724,99031.5,99118.80859375,0
2024-12-12 16:00:00+00:00,101539.3046875,102507.0390625,101539.3046875,101841.578125,0,61.013514545834916,99108.4784375,99142.632109375,1
2024-12-12 17:00:00+00:00,101608.109375,101711.375,101273.78125,101536.625,0,61.584398848535045,99226.8596875,99166.2580859375,0
2024-12-12 18:00:00+00:00,100893.4140625,101666.640625,100893.4140625,101630.125,0,52.916519164683194,99316.58765624999,99188.05242187499,0
2024-12-12 19:00:00+00:00,99453.1796875,101000.9453125,99368.0625,100873.140625,892764160,40.53510192013477,99411.62171875,99203.803984375,1
2024-12-12 20:00:00+00:00,100040.109375,100271.78125,99504.2890625,99504.2890625,0,46.072745377767724,99510.385625,99224.0521875,0
2024-12-12 21:00:00+00:00,99836.7734375,100100.421875,99760.984375,99974.2890625,0,44.525752452999036,99588.59359375,99244.5026171875,1
2024-12-12 22:00:00+00:00,100437.296875,100437.296875,99552.2734375,99782.6796875,0,49.87841132799984,99666.20671874999,99266.2205859375,0
2024-12-12 23:00:00+00:00,100057.328125,100437.5,99930.9765625,100437.5,0,46.80133021123697,99728.35140625,99287.47414062501,1
2024-12-13 00:00:00+00:00,100088.0859375,100330.3515625,99991.359375,100030.8515625,0,47.08590078427419,99791.2153125,99312.95332031249,0
2024-12-13 01:00:00+00:00,99409.5703125,100118.3984375,99237.8828125,100108.953125,0,41.7768812601496,99845.7684375,99332.35171875,1
2024-12-13 02:00:00+00:00,99432.7421875,99623.171875,99277.6640625,99337.5859375,485474304,42.01732181300113,99905.285625,99348.13300781249,1
2024-12-13 03:00:00+00:00,99761.953125,99800.0546875,99489.9609375,99489.9609375,0,45.46319810182636,99984.58765625,99360.4106640625,1
2024-12-13 04:00:00+00:00,100022.4375,100052.859375,99709.875,99751.40625,0,48.09182689110144,100040.1671875,99365.7392578125,0
2024-12-13 05:00:00+00:00,99952.453125,100136.7578125,99918.2109375,100013.03125,0,47.430372020642814,100090.511875,99375.93656249999,0
2024-12-13 06:00:00+00:00,99790.71875,100100.2265625,99790.71875,99914.34375,0,45.86053701604141,100134.72359375,99382.871953125,1
2024-12-13 07:00:00+00:00,100239.6640625,100239.6640625,99556.109375,99724.96875,922079232,50.73484658107786,100188.74265624999,99389.4270703125,1
2024-12-13 08:00:00+00:00,100261.9375,100358.5859375,99988.9140625,100171.4765625,117669888,50.97069522778873,100239.79046875,99398.68921874999,0
2024-12-13 09:00:00+00:00,100134.34375,100326.8984375,99929.96875,100268.2578125,0,49.50851702952197,100294.38078124999,99407.927265625,1
2024-12-13 10:00:00+00:00,100528.28125,100528.28125,99953.890625,100132.8203125,0,53.90509960049092,100342.2525,99403.7508203125,0
2024-12-13 11:00:00+00:00,100439.921875,100640.859375,100345.703125,100489.484375,0,52.79465459628536,100391.6375,99390.50023437501,0
2024-12-13 12:00:00+00:00,100237.359375,100445.375,100145.6484375,100378.1484375,0,50.239576001117484,100431.59031249999,99375.1925,1
2024-12-13 13:00:00+00:00,100292.15625,100461.7265625,99984.9453125,100275.8203125,0,50.931405940169604,100470.78203125001,99364.1795703125,1
2024-12-13 14:00:00+00:00,100988.421875,100999.6640625,100234.8359375,100282.0078125,0,58.7744641026633,100524.54578125,99359.27015624999,0
2024-12-13 15:00:00+00:00,99829.96875,101368.28125,99825.9140625,101044.5625,0,45.68917477774782,100546.92359375,99346.63289062498,1
2024-12-13 16:00:00+00:00,100872.5703125,101218.7109375,99893.921875,99893.921875,0,55.328557387506834,100572.77765625001,99336.1587890625,1
2024-12-13 17:00:00+00:00,101747.4921875,101769.6484375,100794.734375,100977.453125,691625984,61.50333733941737,100598.80562500001,99331.50742187501,0
2024-12-13 18:00:00+00:00,101558.9375,101861.1640625,101335.1640625,101769.1953125,1026998272,59.591595423601724,100616.8221875,99327.4746484375,0
2024-12-13 19:00:00+00:00,101535.578125,101586.8515625,101229.0703125,101515.1875,0,59.34548679235785,100650.08859375,99321.6851171875,1
2024-12-13 20:00:00+00:00,101673.34375,101864.828125,101294.15625,101523.453125,0,60.3846171231035,100674.11765624999,99314.5059765625,0
2024-12-13 21:00:00+00:00,101414.6484375,101703.703125,101297.5625,101703.703125,0,57.41682936714435,100678.84953124999,99306.578828125,0
2024-12-13 22:00:00+00:00,101312.90625,101408.921875,101138.0390625,101329.5546875,0,56.24599537270771,100679.44578124999,99295.6389453125,1
2024-12-13 23:00:00+00:00,101453.8203125,101453.8203125,101145.140625,101273.1875,0,57.53751055809515,100677.07203124999,99295.37269531249,0
2024-12-14 00:00:00+00:00,101250.6953125,101489.3984375,101158.0,101434.6171875,0,55.01653481067362,100675.34203125001,99295.6659765625,1
2024-12-14 01:00:00+00:00,102189.34375,102602.75,101296.609375,101296.609375,2135351296,63.06906207755043,100695.928125,99299.60371093749,0
2024-12-14 02:00:00+00:00,102013.28125,102223.234375,101724.4296875,102159.859375,0,60.868075208450264,100719.49906249999,99308.48777343749,1
2024-12-14 03:00:00+00:00,102116.703125,102294.984375,102053.3515625,102054.234375,0,61.713313355136975,100751.33984375,99324.22671875,0
2024-12-14 04:00:00+00:00,101701.8046875,102127.5859375,101625.25,102086.7578125,112828416,56.44593376873998,100749.46015624999,99337.06749999999,0
2024-12-14 05:00:00+00:00,101694.296875,101789.2578125,101667.859375,101694.0625,36761600,56.35220283319438,100765.19593749999,99350.28996093749,1
2024-12-14 06:00:00+00:00,101900.9375,101986.6875,101694.2578125,101701.5859375,0,58.39974679957276,100788.85890625001,99376.79246093749,0
2024-12-14 07:00:00+00:00,101858.4296875,101910.4296875,101656.4375,101898.984375,0,57.79908556278697,100811.626875,99400.6897265625,0
2024-12-14 08:00:00+00:00,101819.3203125,101840.8984375,101628.6328125,101813.1953125,0,57.215999137541175,100836.29046875,99421.9282421875,0
2024-12-14 09:00:00+00:00,101550.1015625,101791.03125,101490.75,101791.03125,0,53.23477611858652,100856.97453125,99438.79015625,0
2024-12-14 10:00:00+00:00,101542.6171875,101580.6640625,101342.5546875,101537.328125,0,53.12410722091979,100867.92640625,99458.8060546875,1
2024-12-14 11:00:00+00:00,101573.109375,101679.9765625,101477.2890625,101537.4375,0,53.54780299941098,100881.60859375,99478.0625,0
2024-12-14 12:00:00+00:00,101277.4375,101610.6875,101268.2265625,101556.6875,0,48.92950916524731,100894.08375,99494.85546875,0
2024-12-14 13:00:00+00:00,101144.1875,101383.4921875,100859.5546875,101291.3828125,779816960,46.96368809878567,100911.7921875,99510.99394531251,1
2024-12-14 14:00:00+00:00,101437.203125,101485.4296875,101162.1171875,101162.1171875,0,51.571380319218974,100923.1546875,99527.73917968749,1
2024-12-14 15:00:00+00:00,101604.9296875,101706.484375,101358.0703125,101416.171875,0,54.03316732966259,100936.4496875,99544.86851562498,1
2024-12-14 16:00:00+00:00,101609.359375,101610.8828125,101422.9921875,101610.8828125,0,54.099529632367805,100937.2459375,99560.5925,0
2024-12-14 17:00:00+00:00,100971.7109375,101683.8984375,100915.6796875,101624.546875,0,44.20600517934015,100922.00593750001,99574.8723828125,0
2024-12-14 18:00:00+00:00,100881.71875,101120.7109375,100837.2421875,100988.875,0,43.01053009347258,100908.85421875,99588.1769140625,1
2024-12-14 19:00:00+00:00,101299.34375,101312.3828125,100874.78125,100874.78125,0,49.7957799883362,100902.67890625002,99603.85843749999,0
2024-12-14 20:00:00+00:00,100705.8359375,101386.3671875,100664.5390625,101315.875,0,42.120572424948875,100898.92734375002,99618.8575390625,1
2024-12-14 21:00:00+00:00,101064.0546875,101151.6484375,100736.875,100736.875,0,47.39120234854796,100931.14484375001,99630.63296875,1
2024-12-14 22:00:00+00:00,101145.03125,101207.4140625,100891.4765625,101071.6953125,0,48.53216107728831,100953.24328125,99638.811875,1
2024-12-14 23:00:00+00:00,101373.125,101425.4453125,101043.1484375,101121.484375,0,51.70914615649132,100983.97031250001,99649.5872265625,1
2024-12-15 00:00:00+00:00,101416.4921875,101512.9765625,101227.953125,101393.6796875,0,52.311875095818856,101003.55421875001,99660.95703125,1
2024-12-15 01:00:00+00:00,102096.84375,102124.21875,101403.2265625,101414.109375,0,60.616630438993404,101044.34453125001,99667.14624999999,0
2024-12-15 02:00:00+00:00,101820.15625,102097.3203125,101746.921875,102097.3203125,0,56.320991924749634,101078.9859375,99668.2048046875,0
2024-12-15 03:00:00+00:00,101733.4765625,101889.9765625,101705.8046875,101794.4375,0,55.0058953232904,101125.46406249999,99668.8497265625,1
2024-12-15 04:00:00+00:00,102280.8828125,102731.3046875,101697.9375,101697.9375,1584652288,61.17198268027958,101182.42687499999,99673.69015625,0
2024-12-15 05:00:00+00:00,102122.40625,102429.8125,102077.5390625,102323.375,288477184,58.66543301863258,101229.63593749999,99681.55960937499,0
2024-12-15 06:00:00+00:00,101759.6484375,102120.6171875,101758.3125,102113.9140625,0,53.2833353528222,101264.38015625,99687.13984375,0
2024-12-15 07:00:00+00:00,101703.4609375,101877.3828125,101539.265625,101753.9140625,12726272,52.48022977956943,101299.40031250002,99696.158203125,1
2024-12-15 08:00:00+00:00,101955.5390625,101969.0234375,101621.828125,101718.0390625,174641152,55.70581199695745,101342.69671875001,99703.6452734375,1
2024-12-15 09:00:00+00:00,102196.34375,102197.859375,101927.6640625,101971.0546875,188510208,58.59702316005969,101381.83031250001,99713.89601562501,1
2024-12-15 10:00:00+00:00,102278.9296875,102384.3359375,102145.40625,102194.890625,0,59.57166439073998,101422.17015625001,99724.84957031251,1
2024-12-15 11:00:00+00:00,102617.5390625,102617.5390625,102209.59375,102253.4140625,636911616,63.37820444553999,101471.8340625,99740.6830078125,1
2024-12-15 12:00:00+00:00,102895.6171875,103234.046875,102532.078125,102632.953125,2692743168,66.19334016445414,101519.18078125,99756.654453125,0
2024-12-15 13:00:00+00:00,102777.7890625,102887.7578125,102441.53125,102887.7578125,0,63.950140007064036,101565.93812500002,99774.255546875,1
2024-12-15 14:00:00+00:00,102919.4765625,102993.8828125,102623.5703125,102750.9921875,747241472,65.46569501661043,101619.58046875,99791.5941796875,0
2024-12-15 15:00:00+00:00,102737.53125,102951.265625,102737.53125,102930.90625,548696064,61.86875249234868,101668.48796875,99807.41207031251,1
2024-12-15 16:00:00+00:00,102992.4609375,103354.046875,102579.9609375,102679.0859375,1134481408,64.78802306707797,101708.56875,99824.46863281251,1
2024-12-15 17:00:00+00:00,103108.046875,103271.2734375,102968.390625,103065.328125,0,66.05688481024976,101774.1303125,99841.1337890625,1
2024-12-15 18:00:00+00:00,103142.1484375,103280.421875,102979.953125,103114.90625,0,66.44110965927096,101819.521875,99858.68312500001,1
2024-12-15 19:00:00+00:00,103219.859375,103366.15625,103144.65625,103144.65625,0,67.3481652282975,101848.96921875,99876.0355078125,0
2024-12-15 20:00:00+00:00,103095.0625,103342.1953125,103095.0625,103212.765625,0,64.34058280491537,101879.69171875,99894.0341796875,0
2024-12-15 21:00:00+00:00,102831.0859375,103125.9765625,102677.109375,103099.484375,793513984,58.39972803018548,101905.601875,99910.862578125,1
2024-12-15 22:00:00+00:00,103250.234375,103316.7578125,102640.2265625,102811.59375,1067593728,64.07230577991747,101937.13968749999,99929.10609375,1
2024-12-15 23:00:00+00:00,104255.5703125,104971.7265625,103247.34375,103247.34375,6481620992,73.43055822621453,101993.958125,99950.9884375,1
2024-12-16 00:00:00+00:00,105334.125,106408.8828125,104313.3984375,104447.6640625,6662959104,79.57674786535189,102074.38249999999,99979.33136718751,1
2024-12-16 01:00:00+00:00,105451.3828125,105467.1640625,104938.1328125,105405.1328125,1779040256,80.11529893565623,102154.33374999999,100008.078828125,0
2024-12-16 02:00:00+00:00,104547.0078125,105487.2734375,104466.546875,105482.375,1779896320,65.72080740459371,102220.26,100029.8183984375,0
2024-12-16 03:00:00+00:00,104537.1875,104950.875,104311.125,104525.53125,2007810048,65.58301233622768,102267.216875,100051.5001171875,1
2024-12-16 04:00:00+00:00,104601.71875,104703.203125,104453.6328125,104537.8984375,0,66.08620765703684,102318.985625,100072.75566406251,1
2024-12-16 05:00:00+00:00,104956.609375,105026.421875,104526.046875,104634.2421875,356306944,68.78881600753917,102375.78375,100097.6161328125,1
2024-12-16 06:00:00+00:00,105058.6875,105268.8828125,104973.3359375,104998.9765625,997126144,69.54069776621824,102442.92140625,100123.79152343751,0
2024-12-16 07:00:00+00:00,104953.828125,105321.7421875,104920.6015625,105074.3515625,255205376,67.73553999196456,102508.11203125,100148.98738281251,0
2024-12-16 08:00:00+00:00,104525.8984375,104958.6015625,104467.1484375,104958.6015625,695599104,60.799293905922404,102560.61125,100171.38578125,1
2024-12-16 09:00:00+00:00,104695.8359375,104872.4296875,104488.75,104509.0078125,924057600,62.44400150891255,102617.359375,100195.4587109375,0
2024-12-16 10:00:00+00:00,104610.953125,104663.1484375,104362.5625,104663.1484375,944816128,61.065814400561834,102673.19203125,100217.63554687501,0
2024-12-16 11:00:00+00:00,103686.0625,104765.734375,103622.84375,104619.2265625,1070833664,48.50404732588025,102715.91125,100236.06472656252,0
2024-12-16 12:00:00+00:00,103574.9765625,104070.0703125,103377.9453125,103720.0859375,0,47.24691941014265,102756.5584375,100254.55777343751,1
2024-12-16 13:00:00+00:00,103855.03125,104072.7421875,103456.890625,103608.1640625,558460928,50.714966550433694,102802.196875,100275.96570312501,1
2024-12-16 14:00:00+00:00,105328.8671875,105941.15625,103858.203125,103861.796875,3359727616,64.09333640572636,102883.22546875,100303.9117578125,1
2024-12-16 15:00:00+00:00,106309.84375,106435.7421875,105348.3359375,105348.3359375,5648465920,69.94183939102564,102986.53859375,100336.6844140625,1
2024-12-16 16:00:00+00:00,106910.1796875,107100.0703125,106183.015625,106331.2421875,3862642688,72.85569958270622,103095.998125,100375.64167968751,1
2024-12-16 17:00:00+00:00,107071.7421875,107132.734375,106745.46875,106832.5390625,3414179840,73.59749201502254,103205.334375,100416.15082031251,0
2024-12-16 18:00:00+00:00,106999.6171875,107756.8359375,106919.078125,107088.5703125,4528553984,72.64309726261847,103313.13953125,100454.35085937502,0
2024-12-16 19:00:00+00:00,106599.1875,107127.109375,105897.15625,107127.109375,4934942720,67.41608318394732,103425.6890625,100488.50507812502,0
2024-12-16 20:00:00+00:00,105974.5703125,106647.9296875,105957.6015625,106600.90625,3062849536,60.14601444816129,103527.54609375,100518.333125,1
2024-12-16 21:00:00+00:00,106122.5234375,106255.625,105736.1328125,105783.859375,649715712,61.21299413521305,103624.0096875,100546.4479296875,0
2024-12-16 22:00:00+00:00,105767.9765625,106278.8671875,105741.1875,106081.6484375,0,57.25707203627583,103725.2525,100576.038671875,1
2024-12-16 23:00:00+00:00,105984.7421875,106030.8125,105506.1015625,105773.9140625,0,59.0015788656431,103823.66625000001,100606.168828125,1
2024-12-17 00:00:00+00:00,106026.1171875,106198.0078125,105761.453125,106052.015625,0,59.34267709270043,103921.28796875001,100636.785625,1
2024-12-17 01:00:00+00:00,106380.2578125,106416.4140625,105824.21875,105890.90625,0,62.23857427958169,104021.43062500001,100668.60039062501,0
2024-12-17 02:00:00+00:00,106242.25,106567.3046875,106242.25,106383.0390625,0,60.43212879767854,104117.94578125,100700.73789062501,1
2024-12-17 03:00:00+00:00,106841.9296875,106923.578125,106266.046875,106266.046875,0,65.16362533099866,104212.8475,100735.04515625001,0
2024-12-17 04:00:00+00:00,106508.46875,106864.03125,106433.2578125,106864.03125,0,60.80915700979205,104306.61375,100768.12125,1
2024-12-17 05:00:00+00:00,106778.234375,106778.234375,106444.578125,106497.8984375,0,62.96524133205058,104407.50890625,100801.85328125,0
2024-12-17 06:00:00+00:00,106528.8984375,106817.3515625,106374.421875,106798.9765625,0,59.69626875641881,104492.46921875,100833.01152343751,1
2024-12-17 07:00:00+00:00,106803.796875,107062.703125,106453.875,106541.0390625,432644096,62.0364490011463,104586.09703125,100860.296953125,1
2024-12-17 08:00:00+00:00,107440.21875,107473.6953125,106770.6796875,106808.8125,794214400,66.83723453289367,104699.7084375,100899.07484375,0
2024-12-17 09:00:00+00:00,107257.1953125,107419.0546875,107158.2265625,107411.5859375,0,64.31824727762678,104810.783125,100937.43046875001,0
2024-12-17 10:00:00+00:00,107157.4765625,107281.71875,106966.828125,107281.71875,0,62.92670222429041,104914.821875,100976.87898437501,0
2024-12-17 11:00:00+00:00,106873.1171875,107267.90625,106767.625,107175.4765625,0,59.00624721948167,105008.35734374999,101015.7426171875,1
2024-12-17 12:00:00+00:00,107145.6015625,107145.6015625,106549.8046875,106800.5234375,0,61.4826251105507,105105.69078125,101054.2853125,1
2024-12-17 13:00:00+00:00,107200.0234375,107568.6015625,106984.2578125,107117.4296875,0,61.97666950367568,105197.34046875,101092.8843359375,1
2024-12-17 14:00:00+00:00,108240.0859375,108240.0859375,107151.828125,107277.3828125,0,69.9179038197457,105304.22984375,101138.39742187501,0
2024-12-17 15:00:00+00:00,106493.2890625,108239.4140625,105803.125,108239.4140625,300335104,50.74785566193446,105378.53984375001,101172.8594140625,1
2024-12-17 16:00:00+00:00,106877.5625,106997.4296875,106188.7578125,106465.0625,0,53.751932501897585,105457.7015625,101212.7014453125,1
2024-12-17 17:00:00+00:00,107441.65625,107572.234375,106741.0859375,107031.8359375,0,57.81914512503054,105551.7840625,101257.17238281251,0
2024-12-17 18:00:00+00:00,106514.5625,107625.15625,106449.4453125,107525.5,0,50.03153559338383,105622.22609375001,101296.1602734375,0
2024-12-17 19:00:00+00:00,106493.6875,106904.8046875,106234.0703125,106534.6875,0,49.86866310122975,105689.93890625,101338.51890625,1
2024-12-17 20:00:00+00:00,106806.4609375,106862.28125,106162.171875,106472.3984375,0,52.37054926124285,105763.22515625,101379.83210937501,0
2024-12-17 21:00:00+00:00,106400.1796875,106770.8515625,106251.0078125,106686.1171875,0,48.95296773065947,105826.8315625,101416.59773437501,0
2024-12-17 22:00:00+00:00,105986.7734375,106389.1953125,105340.671875,106389.1953125,569405440,45.68596498617152,105884.66578124999,101444.919375,1
2024-12-17 23:00:00+00:00,106131.6640625,106298.5,105560.28125,105975.625,971415552,47.02048887146009,105950.67734375,101486.10699218749,0
2024-12-18 00:00:00+00:00,106101.5390625,106449.8125,105683.359375,106145.015625,0,46.76321828974055,106007.70343750001,101527.287265625,0
2024-12-18 01:00:00+00:00,105167.96875,106434.953125,105070.484375,106120.78125,1045110784,39.5426213225208,106025.95140625001,101565.73042968751,1
2024-12-18 02:00:00+00:00,105335.078125,105631.5,105096.5078125,105388.5859375,1867583488,41.290125920115734,106025.97046875,101602.7469140625,0
2024-12-18 03:00:00+00:00,104799.59375,105307.71875,104600.65625,105307.71875,246571008,37.545114718199976,106012.9346875,101641.74453125,0
