Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2024-12-02 17:00:00+00:00,94644.828125,96585.796875,94644.828125,96223.09375,3447500800
2024-12-02 18:00:00+00:00,95722.4765625,95826.0703125,94620.703125,94620.703125,3063775232
2024-12-02 19:00:00+00:00,95824.2265625,95824.2265625,95201.0859375,95743.5859375,1355317248
2024-12-02 20:00:00+00:00,95673.953125,96324.7890625,95549.5625,95829.8671875,1309769728
2024-12-02 21:00:00+00:00,95508.453125,95733.25,95402.7109375,95684.75,872390656
2024-12-02 22:00:00+00:00,95399.2890625,95511.78125,95179.4765625,95439.5078125,0
2024-12-02 23:00:00+00:00,95851.265625,95851.265625,95385.6953125,95411.2109375,0
2024-12-03 00:00:00+00:00,95861.0078125,96083.2734375,95745.09375,95855.9296875,109608960
2024-12-03 01:00:00+00:00,95533.28125,95923.7890625,95480.9140625,95849.4765625,0
2024-12-03 02:00:00+00:00,96027.0859375,96257.703125,95440.2890625,95536.71875,132104192
2024-12-03 03:00:00+00:00,96093.3515625,96231.875,95944.2734375,96038.96875,0
2024-12-03 04:00:00+00:00,95928.203125,96220.28125,95928.203125,96095.375,0
2024-12-03 05:00:00+00:00,96160.875,96160.875,95909.3203125,95935.25,0
2024-12-03 06:00:00+00:00,95617.2578125,96243.359375,95617.2578125,96189.4765625,0
2024-12-03 07:00:00+00:00,95633.7734375,95695.6953125,95335.3828125,95652.9609375,42127360
2024-12-03 08:00:00+00:00,95499.3125,95676.4453125,95354.1875,95581.234375,0
2024-12-03 09:00:00+00:00,95264.6328125,95539.8984375,95218.75,95535.0,0
2024-12-03 10:00:00+00:00,94784.1953125,95490.6171875,94714.7890625,95268.015625,0
2024-12-03 11:00:00+00:00,95027.1484375,95027.1484375,94691.2890625,94722.375,319090688
2024-12-03 12:00:00+00:00,94876.125,95004.8671875,94705.28125,95004.8671875,0
2024-12-03 13:00:00+00:00,93722.0859375,94843.921875,93722.0859375,94824.5625,1269108736
2024-12-03 14:00:00+00:00,95243.5625,95322.984375,93645.6328125,93645.6328125,4529553408
2024-12-03 15:00:00+00:00,95700.9921875,96172.6640625,95262.3046875,95262.3046875,1951203328
2024-12-03 16:00:00+00:00,95196.3046875,96143.6484375,94963.5859375,95707.1953125,0
2024-12-03 17:00:00+00:00,95909.5,95915.3515625,94945.3828125,95169.5078125,0
2024-12-03 18:00:00+00:00,95540.6640625,95875.0390625,95313.9765625,95875.0390625,0
2024-12-03 19:00:00+00:00,95471.6015625,95516.4140625,95017.796875,95516.4140625,0
2024-12-03 20:00:00+00:00,95660.0703125,95680.5859375,95326.171875,95470.4765625,0
2024-12-03 21:00:00+00:00,96095.203125,96172.90625,95671.78125,95671.78125,757764096
2024-12-03 22:00:00+00:00,96192.7265625,96192.7265625,95816.78125,96101.453125,0
2024-12-03 23:00:00+00:00,96005.5859375,96166.3125,95896.28125,96166.3125,300519424
2024-12-04 00:00:00+00:00,95804.5625,96052.0703125,95672.2734375,95936.109375,72945664
2024-12-04 01:00:00+00:00,96306.546875,96648.71875,95604.1875,95821.3046875,1235537920
2024-12-04 02:00:00+00:00,95859.9765625,96306.7890625,95458.2421875,96306.7890625,700403712
2024-12-04 03:00:00+00:00,95838.09375,95961.5625,95676.234375,95850.7578125,390017024
2024-12-04 04:00:00+00:00,95961.90625,95963.640625,95804.53125,95841.546875,0
2024-12-04 05:00:00+00:00,96536.6171875,96537.640625,96052.09375,96052.09375,534421504
2024-12-04 06:00:00+00:00,96575.0703125,96753.6875,96355.7109375,96556.703125,286015488
2024-12-04 07:00:00+00:00,96632.0390625,96737.59375,96498.625,96589.546875,0
2024-12-04 08:00:00+00:00,96774.6015625,96880.140625,96618.7890625,96662.9765625,13533184
2024-12-04 09:00:00+00:00,96882.9140625,97016.8984375,96769.0625,96769.0625,362045440
2024-12-04 10:00:00+00:00,96534.546875,96898.609375,96520.2265625,96875.359375,0
2024-12-04 11:00:00+00:00,96302.8671875,96579.2265625,96258.8515625,96579.2265625,0
2024-12-04 12:00:00+00:00,95990.46875,96320.34375,95862.09375,96256.3203125,290729984
2024-12-04 13:00:00+00:00,95746.6875,96048.6640625,95496.921875,96015.8515625,0
2024-12-04 14:00:00+00:00,96093.703125,96561.046875,95548.6484375,95716.1953125,0
2024-12-04 15:00:00+00:00,95806.6171875,96425.5078125,95677.53125,95929.2265625,0
2024-12-04 16:00:00+00:00,94992.25,95837.6796875,94741.984375,95837.6796875,795889664
2024-12-04 17:00:00+00:00,95529.890625,95581.9375,94812.71875,94912.171875,485445632
2024-12-04 18:00:00+00:00,96276.484375,96293.9140625,95581.9921875,95609.75,639754240
2024-12-04 19:00:00+00:00,97306.421875,97306.421875,96210.46875,96269.5859375,1414168576
2024-12-04 20:00:00+00:00,98956.71875,99207.328125,97312.203125,97312.203125,7638441984
2024-12-04 21:00:00+00:00,97912.9921875,99095.6015625,97685.2265625,98948.90625,2957557760
2024-12-04 22:00:00+00:00,98403.640625,98697.328125,97764.1875,97883.171875,1580097536
2024-12-04 23:00:00+00:00,98928.640625,99122.09375,98348.8515625,98348.8515625,1475215360
2024-12-05 00:00:00+00:00,98409.5078125,98936.84375,98409.5078125,98690.765625,1202405376
2024-12-05 01:00:00+00:00,98286.734375,98730.9296875,98112.328125,98465.3515625,856268800
2024-12-05 02:00:00+00:00,101363.5703125,101374.9453125,98299.703125,98299.703125,11224891392
2024-12-05 03:00:00+00:00,103090.0390625,103541.84375,101291.7421875,101291.7421875,13644955648
2024-12-05 04:00:00+00:00,103298.90625,103511.5625,102566.4453125,103041.3515625,5984837632
2024-12-05 05:00:00+00:00,102494.7421875,103487.609375,102132.9140625,103364.1875,3702882304
2024-12-05 06:00:00+00:00,101970.3046875,102651.5,101602.171875,102547.53125,3197558784
2024-12-05 07:00:00+00:00,102357.421875,102578.8515625,101426.8984375,101956.359375,4319600640
2024-12-05 08:00:00+00:00,102967.390625,102967.390625,102296.4765625,102296.4765625,3721732096
2024-12-05 09:00:00+00:00,102677.765625,103191.546875,102645.453125,102903.7109375,1696800768
2024-12-05 10:00:00+00:00,102365.4921875,102959.0078125,102345.09375,102745.65625,414228480
2024-12-05 11:00:00+00:00,102693.484375,102724.125,102348.09375,102398.7578125,1198129152
2024-12-05 12:00:00+00:00,103109.171875,103109.171875,102634.609375,102643.1484375,1623695360
2024-12-05 13:00:00+00:00,103000.078125,103319.5,102821.9453125,102992.8359375,1182334976
2024-12-05 14:00:00+00:00,103500.8828125,103565.8828125,102367.921875,102854.328125,1572110336
2024-12-05 15:00:00+00:00,101507.0703125,103551.7421875,101170.765625,103502.2890625,4327948288
2024-12-05 16:00:00+00:00,101192.0390625,102033.0625,100755.703125,101416.453125,1651949568
2024-12-05 17:00:00+00:00,101401.796875,101401.796875,100607.21875,101146.7734375,1012842496
2024-12-05 18:00:00+00:00,100236.46875,101424.78125,100236.46875,101350.3671875,1693843456
2024-12-05 19:00:00+00:00,98968.9140625,100903.234375,98888.8203125,100232.3203125,1673543680
2024-12-05 20:00:00+00:00,99133.6484375,99399.859375,98126.875,99057.75,0
2024-12-05 21:00:00+00:00,99049.8046875,99540.625,98940.3125,99128.1015625,0
2024-12-05 22:00:00+00:00,96600.4375,99087.8359375,94035.21875,99020.8984375,8866807808
2024-12-05 23:00:00+00:00,97078.9765625,97479.96875,95714.0546875,96772.3359375,3472949248
2024-12-06 00:00:00+00:00,97571.6171875,97673.578125,96546.453125,97060.8203125,2433466368
2024-12-06 01:00:00+00:00,98177.71875,98806.6484375,97190.828125,97628.375,1189265408
2024-12-06 02:00:00+00:00,97539.4375,98160.1171875,97539.4375,98160.1171875,0
2024-12-06 03:00:00+00:00,97721.8203125,97725.125,97270.0078125,97599.390625,0
2024-12-06 04:00:00+00:00,97918.84375,97990.4765625,97439.90625,97769.265625,0
2024-12-06 05:00:00+00:00,97916.4921875,98258.421875,97725.1171875,97908.984375,0
2024-12-06 06:00:00+00:00,98088.15625,98285.53125,97848.0625,97919.5234375,0
2024-12-06 07:00:00+00:00,98179.0625,98295.6328125,97863.9296875,98134.53125,0
2024-12-06 08:00:00+00:00,98464.5625,98742.0546875,98189.6953125,98189.6953125,0
2024-12-06 09:00:00+00:00,98115.734375,98432.6015625,98115.734375,98413.5859375,0
2024-12-06 10:00:00+00:00,98220.8125,98243.109375,97807.0390625,98098.0,471826432
2024-12-06 11:00:00+00:00,98163.0390625,98382.421875,97929.9453125,98223.84375,0
2024-12-06 12:00:00+00:00,97706.015625,98452.984375,97706.015625,98253.5,0
2024-12-06 13:00:00+00:00,98708.96875,98950.09375,97694.265625,97748.7734375,1169014784
2024-12-06 14:00:00+00:00,99509.25,99509.25,98540.3359375,98769.640625,760717312
2024-12-06 15:00:00+00:00,99218.0546875,99553.8828125,98842.0859375,99553.25,0
2024-12-06 16:00:00+00:00,99142.53125,99564.703125,98915.796875,99422.5625,0
2024-12-06 17:00:00+00:00,100859.0,101158.1953125,99028.265625,99126.53125,1526341632
2024-12-06 18:00:00+00:00,101608.4453125,101822.4140625,100945.5078125,100945.5078125,1528922112
2024-12-06 19:00:00+00:00,101604.4921875,101920.875,101406.2734375,101488.75,0
2024-12-06 20:00:00+00:00,101312.796875,102029.0390625,101275.015625,101622.9296875,0
2024-12-06 21:00:00+00:00,100548.515625,101554.53125,100515.15625,101554.53125,0
2024-12-06 22:00:00+00:00,100643.6015625,100806.5546875,100548.375,100574.109375,0
2024-12-06 23:00:00+00:00,99899.7890625,100703.71875,99523.0390625,100651.046875,0
2024-12-07 00:00:00+00:00,100458.125,100527.15625,99778.046875,99869.9765625,0
2024-12-07 01:00:00+00:00,100146.1953125,100559.6953125,100033.0859375,100417.2890625,0
2024-12-07 02:00:00+00:00,100088.21875,100275.2421875,100043.6640625,100167.1953125,0
2024-12-07 03:00:00+00:00,99450.8515625,100088.328125,99450.8515625,100088.328125,0
2024-12-07 04:00:00+00:00,99701.328125,99776.9296875,99301.7578125,99435.453125,0
2024-12-07 05:00:00+00:00,99257.5703125,99717.8671875,99142.0859375,99639.53125,0
2024-12-07 06:00:00+00:00,99451.75,99501.5234375,99238.9609375,99271.8515625,0
2024-12-07 07:00:00+00:00,99573.953125,99605.203125,99228.3359375,99458.0546875,0
2024-12-07 08:00:00+00:00,99581.1484375,99683.3984375,99405.125,99532.890625,0
2024-12-07 09:00:00+00:00,99775.015625,99912.625,99554.015625,99554.015625,0
2024-12-07 10:00:00+00:00,99632.28125,99787.0703125,99539.59375,99787.0703125,0
2024-12-07 11:00:00+00:00,99749.3828125,99798.140625,99524.953125,99630.7109375,0
2024-12-07 12:00:00+00:00,99495.328125,99786.2578125,99495.328125,99729.9296875,0
2024-12-07 13:00:00+00:00,99465.40625,99598.5703125,99426.6015625,99521.75,0
2024-12-07 14:00:00+00:00,99601.53125,99803.671875,99188.0546875,99487.1796875,0
2024-12-07 15:00:00+00:00,99879.1015625,99879.1015625,99469.1640625,99562.359375,0
2024-12-07 16:00:00+00:00,99665.5390625,99853.078125,99598.6015625,99853.078125,0
2024-12-07 17:00:00+00:00,99701.890625,99757.5390625,99554.6953125,99711.0,0
2024-12-07 18:00:00+00:00,100199.09375,100286.8125,99714.3203125,99714.3203125,0
2024-12-07 19:00:00+00:00,100200.84375,100310.9140625,100062.3828125,100214.578125,0
2024-12-07 20:00:00+00:00,100350.609375,100434.9140625,100174.3515625,100174.3515625,0
2024-12-07 21:00:00+00:00,99984.515625,100479.5625,99819.6015625,100393.5703125,0
2024-12-07 22:00:00+00:00,99823.609375,100074.296875,99823.609375,99981.0078125,0
2024-12-07 23:00:00+00:00,99914.65625,100281.421875,99703.8515625,99703.8515625,0
2024-12-08 00:00:00+00:00,100046.21875,100046.21875,99758.578125,99908.5390625,0
2024-12-08 01:00:00+00:00,99881.25,100179.8984375,99839.3125,100073.234375,0
2024-12-08 02:00:00+00:00,100175.5859375,100404.9609375,99853.6875,99920.4609375,102068224
2024-12-08 03:00:00+00:00,100000.2265625,100322.90625,99998.375,100192.8125,0
2024-12-08 04:00:00+00:00,99876.3671875,100079.2890625,99788.0390625,100011.9296875,0
2024-12-08 05:00:00+00:00,99573.4453125,99866.3984375,99449.6171875,99866.3984375,0
2024-12-08 06:00:00+00:00,99739.65625,99849.1640625,99486.2734375,99608.453125,0
2024-12-08 07:00:00+00:00,99755.3125,99890.8515625,99702.2421875,99753.1484375,0
2024-12-08 08:00:00+00:00,99118.7265625,99748.3671875,99118.7265625,99748.3671875,0
2024-12-08 09:00:00+00:00,98969.9140625,99353.2890625,98778.8203125,99086.6875,619401216
2024-12-08 10:00:00+00:00,99359.609375,99412.7265625,98953.6484375,98953.6484375,351465472
2024-12-08 11:00:00+00:00,99768.34375,99840.6015625,99253.65625,99333.9296875,287039488
2024-12-08 12:00:00+00:00,100008.9609375,100172.5546875,99582.1015625,99763.9609375,927236096
2024-12-08 13:00:00+00:00,100499.5625,100499.5625,99938.59375,99986.703125,1250783232
2024-12-08 14:00:00+00:00,99849.828125,100469.453125,99847.6875,100469.453125,329052160
2024-12-08 15:00:00+00:00,99958.7109375,100006.4375,99458.2265625,99807.25,330854400
2024-12-08 16:00:00+00:00,99902.7578125,100148.0390625,99792.28125,99984.140625,309166080
2024-12-08 17:00:00+00:00,100017.3046875,100026.4296875,99725.3046875,99894.703125,386207744
2024-12-08 18:00:00+00:00,99814.75,100040.4296875,99641.6171875,99985.640625,0
2024-12-08 19:00:00+00:00,99980.4765625,99980.4765625,99562.8984375,99757.2265625,0
2024-12-08 20:00:00+00:00,99893.25,100165.3515625,99874.1171875,100141.0859375,213663744
2024-12-08 21:00:00+00:00,100031.828125,100107.328125,99773.7265625,99883.0,0
2024-12-08 22:00:00+00:00,100297.25,100297.25,99980.5,100069.46875,0
2024-12-08 23:00:00+00:00,101346.7109375,101352.5390625,100175.8984375,100291.34375,1951522816
2024-12-09 00:00:00+00:00,99684.640625,101222.703125,99487.4453125,101212.4765625,3380219904
2024-12-09 01:00:00+00:00,99586.0703125,99888.1328125,99494.96875,99685.359375,1330040832
2024-12-09 02:00:00+00:00,99267.7734375,99733.7265625,99104.4921875,99603.265625,1377349632
2024-12-09 03:00:00+00:00,99100.390625,99342.6875,98766.5625,99247.84375,1616465920
2024-12-09 04:00:00+00:00,99437.0625,99496.765625,98958.515625,99144.296875,1456906240
2024-12-09 05:00:00+00:00,99480.21875,99591.0234375,99397.4609375,99478.5,470765568
2024-12-09 06:00:00+00:00,99137.46875,99508.28125,98952.4140625,99493.9296875,760717312
2024-12-09 07:00:00+00:00,99600.890625,99718.015625,98451.078125,99089.265625,2894876672
2024-12-09 08:00:00+00:00,98909.15625,99681.15625,98909.15625,99602.3828125,1409060864
2024-12-09 09:00:00+00:00,98547.46875,99071.9765625,98475.703125,98914.671875,1363050496
2024-12-09 10:00:00+00:00,98716.984375,98737.78125,98300.8515625,98428.6640625,1803927552
2024-12-09 11:00:00+00:00,98021.9609375,98701.59375,98021.9609375,98701.59375,1773424640
2024-12-09 12:00:00+00:00,98543.8203125,98543.8203125,98023.8125,98059.2890625,1617162240
2024-12-09 13:00:00+00:00,99047.0546875,99072.0234375,98226.4453125,98556.15625,1484886016
2024-12-09 14:00:00+00:00,100322.4453125,100346.1171875,98895.7734375,98959.5234375,2978435072
2024-12-09 15:00:00+00:00,97894.140625,100416.078125,97523.6171875,100219.484375,5413707776
2024-12-09 16:00:00+00:00,97865.484375,98319.015625,97565.9296875,97789.3515625,3983392768
2024-12-09 17:00:00+00:00,97479.3359375,98148.84375,97479.3359375,97822.9453125,2144272384
2024-12-09 18:00:00+00:00,97931.78125,98209.203125,97357.3515625,97357.3515625,2727346176
2024-12-09 19:00:00+00:00,97000.0703125,97779.671875,96980.5390625,97779.671875,2891431936
2024-12-09 20:00:00+00:00,96149.8203125,97236.0703125,96146.1875,96990.7109375,5003141120
2024-12-09 21:00:00+00:00,97234.96875,97474.546875,95042.921875,96220.375,10950115328
2024-12-09 22:00:00+00:00,96997.6015625,97374.015625,95386.78125,96978.2265625,7269015552
2024-12-09 23:00:00+00:00,97485.7265625,97496.484375,96807.0234375,97018.1953125,554811392
2024-12-10 00:00:00+00:00,97888.015625,98115.53125,97080.9140625,97391.328125,0
2024-12-10 01:00:00+00:00,98014.2421875,98088.28125,97603.7578125,97891.5390625,665968640
2024-12-10 02:00:00+00:00,96904.1484375,97991.65625,96904.1484375,97991.65625,444170240
2024-12-10 03:00:00+00:00,96785.578125,96963.2578125,95795.140625,96773.4921875,3627892736
2024-12-10 04:00:00+00:00,97073.5078125,97097.5,96069.75,96962.1484375,994238464
2024-12-10 05:00:00+00:00,96963.7890625,97072.3125,96585.4140625,97072.3125,1043906560
2024-12-10 06:00:00+00:00,97448.765625,97453.859375,96907.328125,96969.9140625,648577024
2024-12-10 07:00:00+00:00,97210.4140625,97473.234375,96944.0625,97473.234375,0
2024-12-10 08:00:00+00:00,97476.171875,97498.84375,97044.4296875,97216.984375,0
2024-12-10 09:00:00+00:00,97482.484375,97650.4921875,97289.2578125,97433.4375,0
2024-12-10 10:00:00+00:00,97677.828125,97878.2421875,97508.234375,97508.234375,0
2024-12-10 11:00:00+00:00,97868.921875,97905.234375,97513.6484375,97699.3828125,140959744
2024-12-10 12:00:00+00:00,97112.9921875,97852.84375,96948.5703125,97820.65625,0
2024-12-10 13:00:00+00:00,97790.6796875,97912.9140625,97163.4921875,97163.4921875,349257728
2024-12-10 14:00:00+00:00,97690.3828125,98234.03125,97355.046875,97766.34375,778141696
2024-12-10 15:00:00+00:00,95689.046875,98078.3046875,95689.046875,97842.2265625,0
2024-12-10 16:00:00+00:00,96407.015625,96407.015625,94598.3359375,95701.6171875,3501555712
2024-12-10 17:00:00+00:00,94701.4765625,96358.4921875,94434.3515625,96358.4921875,4321673216
2024-12-10 18:00:00+00:00,95101.9140625,95505.5859375,94383.078125,94558.8359375,1637163008
2024-12-10 19:00:00+00:00,95926.375,96168.2734375,95017.75,95115.65625,0
2024-12-10 20:00:00+00:00,96556.640625,96645.7421875,95666.8984375,95904.2265625,0
2024-12-10 21:00:00+00:00,96950.09375,97238.9140625,96505.15625,96505.15625,0
2024-12-10 22:00:00+00:00,96944.890625,97145.9609375,96699.3046875,96878.546875,0
2024-12-10 23:00:00+00:00,96681.9140625,97164.0546875,96614.171875,96972.546875,0
2024-12-11 00:00:00+00:00,96456.8828125,96868.859375,95978.1875,96652.28125,60260352
2024-12-11 01:00:00+00:00,95796.8515625,96639.4609375,95796.8515625,96446.5859375,243261440
2024-12-11 02:00:00+00:00,97243.4609375,97458.390625,95819.0234375,95819.0234375,276987904
2024-12-11 03:00:00+00:00,97435.21875,97611.1171875,97212.5234375,97254.671875,0
2024-12-11 04:00:00+00:00,97580.1328125,97605.625,97234.0078125,97408.84375,0
2024-12-11 05:00:00+00:00,97538.7109375,97664.5703125,97376.046875,97591.828125,0
2024-12-11 06:00:00+00:00,97709.546875,97744.25,97488.890625,97540.140625,0
2024-12-11 07:00:00+00:00,97404.828125,97807.3203125,97307.671875,97704.1171875,0
2024-12-11 08:00:00+00:00,98134.6953125,98486.7578125,97381.1484375,97417.40625,708558848
2024-12-11 09:00:00+00:00,97970.671875,98167.96875,97821.5234375,98167.96875,0
2024-12-11 10:00:00+00:00,98239.71875,98296.640625,97930.640625,98027.796875,0
2024-12-11 11:00:00+00:00,98332.5703125,98455.765625,98192.0234375,98238.1953125,126787584
2024-12-11 12:00:00+00:00,98300.234375,98496.9453125,98227.8359375,98330.5078125,0
2024-12-11 13:00:00+00:00,98711.078125,98880.71875,98141.890625,98303.234375,0
2024-12-11 14:00:00+00:00,99579.8671875,99579.8671875,98484.25,98752.7734375,0
2024-12-11 15:00:00+00:00,100446.09375,100731.921875,99538.0078125,99585.671875,1886724096
2024-12-11 16:00:00+00:00,100658.109375,101133.5703125,100448.140625,100462.5234375,0
2024-12-11 17:00:00+00:00,99872.2578125,101039.734375,99872.2578125,100650.1171875,0
2024-12-11 18:00:00+00:00,100471.890625,100797.0390625,99747.3515625,99881.203125,0
2024-12-11 19:00:00+00:00,101178.0546875,101219.0390625,100491.5703125,100491.5703125,107102208
2024-12-11 20:00:00+00:00,101283.09375,101737.28125,101158.21875,101214.8515625,532529152
2024-12-11 21:00:00+00:00,101572.5078125,101572.5078125,100977.875,101323.09375,0
2024-12-11 22:00:00+00:00,101337.1953125,101899.515625,101247.515625,101601.4921875,0
2024-12-11 23:00:00+00:00,101160.0390625,101499.4609375,101125.7890625,101324.359375,0
2024-12-12 00:00:00+00:00,100834.734375,101232.9296875,100649.1640625,101189.0859375,0
2024-12-12 01:00:00+00:00,100524.6640625,100883.1328125,100421.84375,100827.21875,0
2024-12-12 02:00:00+00:00,101795.7890625,101795.7890625,100549.7109375,100549.7109375,0
2024-12-12 03:00:00+00:00,100907.5078125,101819.7109375,100877.2265625,101819.7109375,563527680
2024-12-12 04:00:00+00:00,100717.7890625,101221.34375,100629.4921875,101080.875,0
2024-12-12 05:00:00+00:00,100720.03125,101082.8359375,100659.890625,100700.796875,470786048
2024-12-12 06:00:00+00:00,100586.140625,100697.4453125,100483.296875,100645.53125,190234624
2024-12-12 07:00:00+00:00,100515.8984375,100816.7734375,100497.2265625,100566.0234375,0
2024-12-12 08:00:00+00:00,100995.0234375,101006.703125,100494.5703125,100514.171875,0
2024-12-12 09:00:00+00:00,100889.0,101089.984375,100841.4453125,100994.890625,0
2024-12-12 10:00:00+00:00,100653.6796875,100835.3984375,100529.7578125,100835.3984375,0
2024-12-12 11:00:00+00:00,100258.765625,100614.125,100240.3984375,100610.796875,65748992
2024-12-12 12:00:00+00:00,100869.078125,100877.953125,100360.34375,100360.34375,78938112
2024-12-12 13:00:00+00:00,100940.1796875,101411.2421875,100771.1796875,100844.7265625,391675904
2024-12-12 14:00:00+00:00,101569.546875,101672.34375,100682.6875,100930.703125,336044032
2024-12-12 15:00:00+00:00,101733.7109375,101814.75,100800.28125,101681.609375,0
2024-12-12 16:00:00+00:00,101539.3046875,102507.0390625,101539.3046875,101841.578125,0
2024-12-12 17:00:00+00:00,101608.109375,101711.375,101273.78125,101536.625,0
2024-12-12 18:00:00+00:00,100893.4140625,101666.640625,100893.4140625,101630.125,0
2024-12-12 19:00:00+00:00,99453.1796875,101000.9453125,99368.0625,100873.140625,892764160
2024-12-12 20:00:00+00:00,100040.109375,100271.78125,99504.2890625,99504.2890625,0
2024-12-12 21:00:00+00:00,99836.7734375,100100.421875,99760.984375,99974.2890625,0
2024-12-12 22:00:00+00:00,100437.296875,100437.296875,99552.2734375,99782.6796875,0
2024-12-12 23:00:00+00:00,100057.328125,100437.5,99930.9765625,100437.5,0
2024-12-13 00:00:00+00:00,100088.0859375,100330.3515625,99991.359375,100030.8515625,0
2024-12-13 01:00:00+00:00,99409.5703125,100118.3984375,99237.8828125,100108.953125,0
2024-12-13 02:00:00+00:00,99432.7421875,99623.171875,99277.6640625,99337.5859375,485474304
2024-12-13 03:00:00+00:00,99761.953125,99800.0546875,99489.9609375,99489.9609375,0
2024-12-13 04:00:00+00:00,100022.4375,100052.859375,99709.875,99751.40625,0
2024-12-13 05:00:00+00:00,99952.453125,100136.7578125,99918.2109375,100013.03125,0
2024-12-13 06:00:00+00:00,99790.71875,100100.2265625,99790.71875,99914.34375,0
2024-12-13 07:00:00+00:00,100239.6640625,100239.6640625,99556.109375,99724.96875,922079232
2024-12-13 08:00:00+00:00,100261.9375,100358.5859375,99988.9140625,100171.4765625,117669888
2024-12-13 09:00:00+00:00,100134.34375,100326.8984375,99929.96875,100268.2578125,0
2024-12-13 10:00:00+00:00,100528.28125,100528.28125,99953.890625,100132.8203125,0
2024-12-13 11:00:00+00:00,100439.921875,100640.859375,100345.703125,100489.484375,0
2024-12-13 12:00:00+00:00,100237.359375,100445.375,100145.6484375,100378.1484375,0
2024-12-13 13:00:00+00:00,100292.15625,100461.7265625,99984.9453125,100275.8203125,0
2024-12-13 14:00:00+00:00,100988.421875,100999.6640625,100234.8359375,100282.0078125,0
2024-12-13 15:00:00+00:00,99829.96875,101368.28125,99825.9140625,101044.5625,0
2024-12-13 16:00:00+00:00,100872.5703125,101218.7109375,99893.921875,99893.921875,0
2024-12-13 17:00:00+00:00,101747.4921875,101769.6484375,100794.734375,100977.453125,691625984
2024-12-13 18:00:00+00:00,101558.9375,101861.1640625,101335.1640625,101769.1953125,1026998272
2024-12-13 19:00:00+00:00,101535.578125,101586.8515625,101229.0703125,101515.1875,0
2024-12-13 20:00:00+00:00,101673.34375,101864.828125,101294.15625,101523.453125,0
2024-12-13 21:00:00+00:00,101414.6484375,101703.703125,101297.5625,101703.703125,0
2024-12-13 22:00:00+00:00,101312.90625,101408.921875,101138.0390625,101329.5546875,0
2024-12-13 23:00:00+00:00,101453.8203125,101453.8203125,101145.140625,101273.1875,0
2024-12-14 00:00:00+00:00,101250.6953125,101489.3984375,101158.0,101434.6171875,0
2024-12-14 01:00:00+00:00,102189.34375,102602.75,101296.609375,101296.609375,2135351296
2024-12-14 02:00:00+00:00,102013.28125,102223.234375,101724.4296875,102159.859375,0
2024-12-14 03:00:00+00:00,102116.703125,102294.984375,102053.3515625,102054.234375,0
2024-12-14 04:00:00+00:00,101701.8046875,102127.5859375,101625.25,102086.7578125,112828416
