Date,Close,High,Low,Open,Volume,RSI,SMA_50,ATR,Return_1h,Return_2h,Return_3h,Volume_Change,Dist_SMA50,Target
2024-12-03 17:00:00+00:00,95909.5,95915.3515625,94945.3828125,95169.5078125,0.001,53.28034650651567,96049.2484375,731.0204286962934,0.007491838205707646,0.0021787424323824744,0.0069919423688082905,0.0,-0.00145496648618694,0
2024-12-03 18:00:00+00:00,95540.6640625,95875.0390625,95313.9765625,95875.0390625,0.001,50.332381540536936,96015.78671875,721.3420721822724,-0.0038456663573472882,0.003617360738217945,-0.0016753026414384475,0.0,-0.004948380599554178,0
2024-12-03 19:00:00+00:00,95471.6015625,95516.4140625,95017.796875,95516.4140625,0.001,49.77701732097248,95977.77546875001,707.1652947049673,-0.0007228597443578177,-0.004565746224305167,0.0028918861494016124,0.0,-0.005273865785885202,0
2024-12-03 20:00:00+00:00,95660.0703125,95680.5859375,95326.171875,95470.4765625,0.001,51.354465614916855,95946.97515625,681.9687781188983,0.001974081788882698,0.0012497950602676777,-0.0026006775918965275,0.0,-0.002990243759980726,1
2024-12-03 21:00:00+00:00,96095.203125,96172.90625,95671.78125,95671.78125,757764096.0,54.8782229561308,95924.09062500001,669.8878609318341,0.004548740253676575,0.006531801627856382,0.005804220307043639,757764095999.0,0.001783832391686938,0
2024-12-03 22:00:00+00:00,96192.7265625,96192.7265625,95816.78125,96101.453125,0.001,55.653565427190514,95905.4790625,648.8919646152746,0.0010148627020762913,0.0055682193025776705,0.007553293211782108,-0.9999999999986803,0.002995110423386794,0
2024-12-03 23:00:00+00:00,96005.5859375,96166.3125,95896.28125,96166.3125,300519424.0,53.74507574596014,95869.029375,623.7172037498979,-0.0019454758346870715,-0.0009325875234732495,0.0036119106317953342,300519423999.0,0.0014244074795609846,0
2024-12-04 00:00:00+00:00,95804.5625,96052.0703125,95672.2734375,95936.109375,72945664.0,51.69436988524019,95832.22578124999,606.2943231249052,-0.0020938723047934094,-0.004035274561510538,-0.003024507109079533,-0.7572680559909498,-0.0002886636621916049,1
2024-12-04 01:00:00+00:00,96306.546875,96648.71875,95604.1875,95821.3046875,1235537920.0,56.189770579052684,95812.61390624999,637.5969607588405,0.0052396708664057545,0.003134827359899006,0.0011832527943371751,15.937784266382167,0.0051551977199297975,0
2024-12-04 02:00:00+00:00,95859.9765625,96306.7890625,95458.2421875,96306.7890625,700403712.0,51.59015222405464,95779.05171875001,652.6648117760662,-0.004636967340129194,0.0005784073435959325,-0.001516676072315093,-0.433118400769116,0.0008449117244094592,0
2024-12-04 03:00:00+00:00,95838.09375,95961.5625,95676.234375,95850.7578125,390017024.0,51.368252223609026,95734.55546875,626.4264770063472,-0.0002282789260409368,-0.004864187744245685,0.00034999637934785,-0.44315397346152274,0.0010815142008342039,0
